Kreyol|French|English|Spanish
Mwen tonbe atè. #### Mwen rele : « Anmwey ! »|Je suis tombée par terre et j'ai crié : « Au secours ! »|I fell down to the ground. #### I cried out, “Help.”|empty
Papa m vin pran m.|Mon père est venu me chercher.|My father came to get me.|empty
Li peze kote gèp la mòde m nan.|Il a pincé là où la guêpe m'a piquée.|He pinched the spot where the wasp had stung me.|empty
Li retire dlo gèp la.|Il a fait sortir le venin de la guêpe.|He pushed out the wasp’s venom.|empty
M ap tou di tout ti zanmi m yo : « Pran prekosyon lè n ap moute pye zanmann pou gèp pa mòde nou. »|Voilà ce que j'ai à dire à tous mes petits amis : « Faites attention qu'une guêpe ne vienne pas vous piquerlorsque vous grimpez sur un amandier . »|I am saying this to you all, my little friends, “Be careful when climbing up an almond tree so a wasp does not sting you.”|empty
Rèv nou|Nos rêves|Our Dreams|empty
Lè m gran, m ta renmen konn kondui gwo kamyon.|Quand je serai grand, j'aimerais savoir conduire de gros camions.|When I grow up, I would like to know how to drive big trucks.|empty
Lè m gran, m ta renmen vin konn kondui moto.|Quand je serai grand, j'aimerais savoir conduire une moto.|When I grow up, I would like to know how to drive a motorcycle.|empty
Lè m gran, m ta renmen vin yon gwo atis.|Quand je serai grande, j'aimerais être une grande artiste.|When I grow up, I would like to be a famous artist.|empty
Lè m gran, m ta renmen vin yon gran koutiryè.|Quand je serai grande, j'aimerais être une grande couturière.|When I grow up, I would like to become a great seamstress.|empty
Lè m gran, m ta renmen vin yon gran enfimyè.|Quand je serai grande, j'aimerais être une grande infirmière.|When I grow up, I would like to become a great nurse.|empty
Lè m gran m ta renmen vin yon mis pou m pran swen timoun ki malad.|Quand je serai grande, j'aimerais être une infirmière pour m'occuper des enfants malades.|When I grow up, I would like to be a nurse so I can take care of children who are sick.|empty
Lè m gran, m ta renmen vin yon enfimyè pou m pran swen timoun ki gen kolera.|Quand je serai grande, j'aimerais être une infirmière pour m'occuper des enfants malades du choléra.|When I grow up, I would like to become a nurse so I can take care of children who have cholera.|empty
Lè m gran, m ta renmen vin yon gwo doktè.|Quand je serai grande, j'aimerais être un grand médecin.|When I grow up, I would like to become a great doctor.|empty
Lè m gran, m ta renmen vin yon gwo chofè moto.|Quand je serai grand, j'aimerais devenir un grand motard.|When I grow up, I would like to become a great motorcycle driver.|empty
Lè m gran, m ta renmen vin yon gwo chofè machin.|Quand je serai grand, j'aimerais être un grand chauffeur de bus.|When I grow up, I would like to become a great bus driver.|empty
Lè m gran, m ta renmen vin yon gwo pastè legliz.|Quand je serai grande, j'aimerais être une grande prédicatrice dans une église.|When I grow up, I would like to become a great pastor in a church.|empty
Lè m gran m ta renmen vin yon gwo bòs mason.|Quand je serai grande, j'aimerais être un grand maçon.|When I grow up, I would like to become a great mason builder.|empty
Lè m gran, m ta renmen vin yon madmwazèl.|Quand je serai grande, j'aimerais devenir une maîtresse d'école.|When I grow up, I would like to become a teacher.|empty
Lè m gran, m ta renmen vin yon bon pwofesè.|Quand je serai grande, j'aimerais devenir un bon professeur.|When I grow up, I would like to become a good teacher.|empty
Wilna ak yon twalèt nan nwit|Wilna a besoin d’aller aux toilettes pendant la nuit|It’s Night and Wilna Needs to Poop|empty
Yon lè nan nwit, mwen kouche epi mwen santi yon twalèt k ap touye m.|Un soir que j’étais couchée dans mon lit, j’ai ressenti un violent besoin d’aller aux toilettes.|One night, I was lying in bed and I felt a poop was killing me.|empty
M ap tòde epi m ap plenn.|Je me tortillais et je gémissais.|I was twisting and moaning.|empty
Mwen pa t vle soti deyò paske mwen pè nan nwit.|Mais je ne voulais pas sortir de la maison car j’ai peur du noir.|I didn’t want to go outside because I am scared of the dark.|empty
Kou li jou, mwen soti deyò.|Dès le lever du jour, je suis sortie au dehors.|As soon as it was daylight, I went outside.|empty
Lè sa a, li te 5 è.|Il était cinq heures du matin.|It was 5 a.m. at the time.|empty
Mwen vin pou m kouri.|Je voulais courir.|I wanted to run.|empty
Mwen pa menm ka mache.|Je ne pouvais même pas marcher.|I couldn’t even walk.|empty
Lè mwen rive devan baryè a, mwen pa menm ka leve pye m.|Quand je suis arrivée à la barrière, je ne pouvais même pas lever un pied.|When I got to the gate, I couldn’t even lift my foot.|empty
Chak mwen fè tyap, mwen kanpe tèlman twalèt la te kenbe m anpil.|Un petit pas flap et je devais m’arrêter tellement l’envie de faire caca me pressait fortement.|Every time I moved tip-tap, I had to stop because the poop was hurting me so badly.|empty
Pandan mwen te fè yon ti kanpe, mwen santi twalèt la fè tyoup ! li moute nan trip mwen.|Pendant que je me reposais un peu, j’ai senti le caca faire floup ! et remonter dans mes tripes.|I stopped for a moment and I felt like the poop went bloop ! into my intestines.|empty
M pete yon kous kouri.|Je me suis mise à courir vite.|I started to run fast.|empty
Lè m rive devan twalèt la, m tyap ! m desann kilòt mwen, epi m prese chita sou bouch twou a.|Arrivée devant la toilette, flap ! j’ai baissé ma culotte et je me suis rapidement assise sur la latrine.|When I got in front of the toilet, zap, I pulled down my underwear and then I quickly sat on the latrine.|empty
Pandan mwen chita sou twalèt la, yon gwo vant fè mal pran m.|Pendant que j’étais assise sur les toilettes, mon ventre s‘est mis à me faire très mal.|While I was sitting on the toilet, a huge stomachache took hold of me.|empty
Mwen rele, m tòde jouk tan m fin twalèt epi mwen ale kouche.|J’ai crié et je me suis tortillée jusqu’à ce que je finisse de faire caca, puis je suis retournée me coucher.|I yelled and twisted and turned until I was finished pooping and then I went to lie down.|empty
M ale bouyi remèd, m bwè l, vant fè mal la pase.|J’ai fait bouillir une tasse de thé, je l’ai bue, et le mal de ventre a cessé.|I boiled some tea, I drank it, and my stomachache went away.|empty
Konsèy : Tout moun dwe eseye twalèt anvan yo dòmi.|Conseil : Chacun devrait essayer de faire caca avant d’aller dormir.|Moral: Everyone should try to poop before they go to sleep.|empty
Bourik itil|Les bourricots sont utiles|Donkeys Are Useful|empty
Bèt m renmen anpil se bourik.|Mon animal favori est le bourricot.|My favorite animal is the donkey.|empty
Moun isit renmen monte bourik lè y ap pati.|Les gens d’ici aiment beaucoup voyager à dos d’âne.|People here like to ride donkeys when they need to go somewhere.|empty
Bourik itil anpil.|Les bourricots sont très utiles.|Donkeys are very useful.|empty
Moun sèvi ak bourik pou fè mache.|Les gens s’en servent pour faire des courses au marché.|People use donkeys to go grocery shopping.|empty
Bourik bwote dlo pou kay paske, lè lapli pa tonbe, pa gen dlo.|Les bourricots transportent de l’eau pour les maisons. #### Lorsqu’il ne pleut pas, il n’y a pas d’eau.|Donkeys carry water for the household. #### When it doesn’t rain, there is no water.|empty
Kaka bourik bon pou fè konpòs pou mete nan platbann.|On peut faire du compost pour les plates bandes avec les excréments du bourricot.|Donkey poop is good to make compost to put in garden beds.|empty
Bourik pa kapab fè plis pase de (2) pitit an menm tan.|Une ânesse ne peut pas avoir plus de deux petits par portée.|Donkeys can only have two babies at a time.|empty
Bèt m pi renmen se bourik.|Mon animal favori est le bourricot.|My favorite animal is the donkey.|empty
Lili, Jose ak Seba leve byen bonè jodi a epi yo prepare valiz yo ak rad rechanj, sèvyèt, dlo ak kèk ti goute pou yo manje.|Lili, José et Séba se sont réveillés très tôt ce matin pour préparer leurs sacs avec vêtements, serviettes, des goûters et de l’eau.|Lili, Jose and Seba woke up very early today and prepared their bags with extra clothing, towels, snacks and water.|empty
Yo mete soulye yo epi yo prepare yo pou yon vwayaj nan machin pou y al nan yon forè byen lwen.|Après avoir enfilé leurs chaussures, ils étaient prêts à partir pour un long voyage en voiture pour la forêt.|They put their shoes on and got ready for a very long car ride to the forest.|empty
Twa (3) zanmi yo soti nan vil kote yo t ap viv la ki rele Dorado, epi yo kondui nèt ale rive Èl Younke, yon forè nasyonal ki nan zòn nòdès Pòtoriko.|Les trois amis prirent la route depuis leur ville, Dorado, en direction de El Yunque, une forêt nationale située dans la région nord-est de Porto-Rico.|The three friends were driving from their hometown, Dorado, all the way to El Yunque, a national forest located in the northeast region of Puerto Rico.|empty
Lili sispèk yo te prèske rive paske wout la vin pi piti epi vin gen plis koub.|Aussitôt que la route devint plus étroite et plus sinueuse, Lili remarqua qu’ils étaient sur le point d'arriver à destination.|Lili noticed they were arriving soon when the roads became narrower and curvier.|empty
Apre yo fin rive nan forè a, Lili, Jose ak Seba pa t pran tan pou yo wè kouman anviwònman an chanje epi jan yo te gentan rive byen lwen lavil la.|Aussitôt arrivés à la forêt, Lili, José et Séba notèrent bien vite un environnement tropical différent et à quel point ils étaient loin de la ville.|Once they reached the forest, Lili, Jose, and Seba quickly perceived the different tropical environment and how far away they were from the city.|empty
Pandan y ap prepare pou yon pwonmnad ki pral pran karann senk (45) minit pou yo rive yon kote ki rele La Mina , yon kaskad dlo ki popilè, Jose gade anlè epi l wè tout gwo pye bwa yo ki bare syèl ble a.|Alors qu’ils se préparaient pour une marche de quarante-cinq minutes vers La Mina, une célèbre cascade, José regarda vers le haut et vit tous ces grands arbres recouvrant le bleu du ciel.|As they all got ready for a forty-five minute hike to “La Mina,” a very famous waterfall, Jose looked up and saw all the big trees covering the blue sky.|empty
"Pwonmnad la te fatigan ; men, sa te vo lapenn !"|La marche était fatigante mais elle en valait la peine !|The hike was tiring but worth it!|empty
Lè yo rive nan kaskad la, Jose, Seba ak Lili vole nan dlo frèt la epi yo rete la ap rilaks yo.|Arrivés à la cascade, José, Séba et Lili sautèrent dans l’eau froide et se détendirent.|Once they reached the waterfall, Jose, Seba and Lili jumped into the cold water and relaxed.|empty
Dlo a te byen klè epi rivyè a t ap koule byen dousman.|L’eau était transparente et la rivière coulait calmement.|The water was crystal clear and the current of the river was calm.|empty
Apre sa, y al mache ankò epi yo wè tout kalite plant, tankou yon flè ki rele miramelinda ak anpil bèt tout kote.|Puis ils repartirent marcher et virent différents types de plantes telles que la fleur miramelinda et de nombreux animaux un peu partout.|After that, they went hiking again and saw different types of plants, such as the miramelinda flower, as well as many animals everywhere.|empty
Yo wè tout kalite bèt tankou : ensèk, zwazo, krapo, zandolit, mabouya.|Ils virent des différents types d’animaux tels que des insectes, oiseaux, grenouilles, et lézards.|They saw everything from insects to birds, from frogs to lizards.|empty
Krapo koki|Grenouille coquí|Coquí frog|empty
Solèy la vin ap kouche. #### Twa zanmi yo al pran machin yo epi yo kondui tounen lakay yo avèk lespwa y ap tounen yon lòt lè pou reviv bèl esperyans sa a ankò.|Au coucher du soleil, les trois amis bien fatigués retournèrent à leur voiture et rentrèrent à la maison, dans l’espoir de revenir prochainement et de revivre une bien belle expérience comme celle-ci.|As the sun went down, the three very tired friends reached their car and drove home, hoping to come back soon to relive such a great experience.|empty
Èl Younke se yon paradi natirèl Jose, Seba ak Lili renmen al vizite.|El Yunque est un paradis naturel que José, Séba et Lili aiment visiter.|El Yunque is a natural paradise that Jose, Seba, and Lili love to visit.|empty
Gen anpil bagay yo ka fè lè y al la : pwonmnad, glise desann mòn ak kòd, naje nan ti rivyè, monte bekàn nan mòn.|Ils peuvent y faire de nombreuses activités, notamment la marche, le rappel, la natation dans les petites rivières, du vélo de montagne, etc.|"There are many activities they can do; from hiking to rappelling, from swimming in the small rivers to mountain biking."|empty
Èl Younke se yon kote ki gen anpil kalite aktivite diferan moun ka fè nan yon forè twopikal pou amize yo nan lanati.|El Yunque est un endroit de diversité où chacun peut s’amuser en plein air dans une forêt tropicale.|El Yunque is a diverse place where anyone can have outdoor fun in a tropical forest.|empty
Kote sa a se youn nan mèvèy Pòtoriko yo tout bon vre.|C’est vraiment l’une des merveilles de Porto-Rico.|It is truly one of the wonders of Puerto Rico.|empty
AVANTI SAJ LA|L'aventure de Sage|Sage’s Adventure|empty
Vwala se te yon ti fi ki te rele Saj. #### Li te rete avèk grann li nan Kiba.|Il était une fois une fille qui s'appelait Sage. #### Elle vivait avec sa grand-mère à Cuba.|Once there was a girl named Sage who lived with her grandmother in Cuba.|empty
Li te gen yon pouvwa espesyal ki te pemèt li pale ak bèt.|Elle avait un don spécial qui était de pouvoir parler aux animaux.|She had a special power which was that she could talk to animals.|empty
Yon jou, li te sou yon plaj, li te chita sou sab la epi vag yo t ap mouye janm li.|Un jour, elle était à la plage, assise sur le sable avec les vagues qui baignaient ses jambes.|One day she was at the beach, sitting on the sand with the waves splashing against her legs.|empty
