text,text_preprocessed,LEN
"Riedio a di yuus a riedio wiev fi kyaa infamieshan, laka song, bai sistimatikali madiliet som prapati a ilekchomagnetik [[enaji]] wiev chansmit chuu spies, laka deh amplityuud, friikuensi, fiez, ar pols wit.",Riedio a di yuus a riedio wiev fi kyaa infamieshan laka song bai sistimatikali madiliet som prapati a ilekchomagnetik enaji wiev chansmit chuu spies laka deh amplityuud friikuensi fiez ar pols wit,32
"Nikaragua, ofishali niem di Ripoblik a Nikaragua (Panish, ""República de Nicaragua""), a di laajis konchri ina di [[Senchral Amoerka]]n ismos.",Nikaragua ofishali niem di Ripoblik a Nikaragua a di laajis konchri ina di Senchral_Amoerkan ismos,15
"Nikaragua kiapital, [[Managua]], a di tod-laajis siti ina Senchral Amoerka.",Nikaragua kiapital Managua a di todlaajis siti ina Senchral Amoerka,10
"Di papilieshan wid nof difrah-difrah etnisiti ""h""ingkluud indijinos piipl, Yuropiyan, [[Afrika]]n, [[Ieja]]n, ah piipl wid [[Migl Iis]] arijin.",Di papilieshan wid nof difrahdifrah etnisiti hingkluud indijinos piipl Yuropiyan Afrikan Iejan ah piipl wid Migl Iis arijin,18
Di mien languij a [[Panish]].,Di mien languij a Panish,5
Tuvalu a wahn konchri ina [[Uoshania]].,Tuvalu a wahn konchri ina Uoshania,6
Di Seishelz a wahn konchri ina [[Afrika]].,Di Seishelz a wahn konchri ina Afrika,7
"Griis, (Ingglish: ""Greece""; Griik: ""Ελλάδα""), ofishali di Elenik Ripoblik (""Ελληνική Δημοκρατία""), a wah konchri ina sodan [[Yuurop]], sitiet pah di sodan hen a di Baalkan Peninsiula.",Griis ofishali di Elenik Ripoblik a wah konchri ina sodan Yuurop sitiet pah di sodan hen a di Baalkan Peninsiula,20
"Iab baada wid [[Albienia]], di [[Ripoblik a Masiduonia]] ah [[Bulgieria]] tu di naat, ah [[Toerki]] tu di iis.",Iab baada wid Albienia di Ripoblik a Masiduonia ah Bulgieria tu di naat ah Toerki tu di iis,18
[[Atenz]] a di kiapital fi Griis.,Atenz a di kiapital fi Griis,6
"I meja 14.4 milian km² (5.4 million sk mai), an a di fif bigis kantinent ian ieriya afta [[Ieja]], [[Afrika]], Naat Amerika, ahn Sout Amerika.",I meja milian km² an a di fif bigis kantinent ian ieriya afta Ieja Afrika Naat Amerika ahn Sout Amerika,20
"Wen yu kansida di avrij, [[Antaatika]] a di kuolis, jraiyis ahn windies kantinent, an i ab di aiyis avrij elivieshan outa aal a di kantinent dem.",Wen yu kansida di avrij Antaatika a di kuolis jraiyis ahn windies kantinent an i ab di aiyis avrij elivieshan outa aal a di kantinent dem,26
"[[Antaatika]] rigyaad az wahn dezort, wid prisipitieshan evri ier a bout 200 mm (8 inch) lansaid di kuos, ahn moch les di faara inlan yu go.",Antaatika rigyaad az wahn dezort wid prisipitieshan evri ier a bout mm lansaid di kuos ahn moch les di faara inlan yu go,23
"Nobadi no liv pahn [[Antaatika]], bot eniwe frahm 1.000 tu 5,000 piipl tan de a wuoliip a difrent difrent risaach stieshan we skyata kraas di kantinet chuuwout di ier.",Nobadi no liv pahn Antaatika bot eniwe frahm tu piipl tan de a wuoliip a difrent difrent risaach stieshan we skyata kraas di kantinet chuuwout di ier,27
"Bred a stiepl [[fuud]] pripier frah duo mek frah flowa ah waata, ah yuujali ibiek.",Bred a stiepl fuud pripier frah duo mek frah flowa ah waata ah yuujali ibiek,15
"Los Villares de Soria a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Los Villares de Soria a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,15
"Valdemaluque a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Valdemaluque a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
"Villaseca de Arciel a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Villaseca de Arciel a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,14
"Budizam (""Buddhism"") a wan fambli a biliif ahn praktis we muos piipl kansida se a [[rilijan]], ani bies pan di laanin-dem we kom fram di man niem Siddhartha Gautama.",Budizam a wan fambli a biliif ahn praktis we muos piipl kansida se a rilijan ani bies pan di laanindem we kom fram di man niem Siddhartha Gautama,28
"Dat man ya baan ina di konchri we, ina demya taim, kaal [[Nepal]].",Dat man ya baan ina di konchri we ina demya taim kaal Nepal,13
Eni bizniz we uon bai muor dan wan sumadi dem kaal it [[kompini]] alduo da torm ya av a muor egzak miinin dahn dis.,Eni bizniz we uon bai muor dan wan sumadi dem kaal it kompini alduo da torm ya av a muor egzak miinin dahn dis,24
"Di etimaliji a ""bizniz"" tai tu di stiet we onggl wan sumadi aar di uol sosayati bizi a du wok we praktical, we [[mek]] moni [[pan]] di maakit ahn we prafitebl.",Di etimaliji a bizniz tai tu di stiet we onggl wan sumadi aar di uol sosayati bizi a du wok we praktical we mek moni pan di maakit ahn we prafitebl,31
"Bot, di egzak definishan a bizniz, laka eniting els [[ina]] di filasafi a bizniz, ha fi du wid dibiet ahn di kompleksiti a difrentdifrent miinin.",Bot di egzak definishan a bizniz laka eniting els ina di filasafi a bizniz ha fi du wid dibiet ahn di kompleksiti a difrentdifrent miinin,25
Uol iip a stiet instichuushan ahn entapraiz ina [[Chaina]] ahn [[Rosha]] chansfaam ina jaint-stak kompini wid paat a dem shier listid pahn poblik stak maakit.,Uol iip a stiet instichuushan ahn entapraiz ina Chaina ahn Rosha chansfaam ina jaintstak kompini wid paat a dem shier listid pahn poblik stak maakit,25
"""restorieshan, rinyual""), wena skizim frah di [[Ruoman Kiaklik Choch]] inishiet bai Maatn Luuta ah kantiniu bai Jan Kialvin, Huldrych Zwingli ah ada hoerli Pratestant Rifaama ina 16t senchri [[Yuurop]].",restorieshan rinyual wena skizim frah di Ruoman_Kiaklik_Choch inishiet bai Maatn Luuta ah kantiniu bai Jan Kialvin Huldrych Zwingli ah ada hoerli Pratestant Rifaama ina t senchri Yuurop,27
"Rebollar a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Rebollar a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
"Fried a fiilin injuus bai posiiv dienja ar chret we okor ina soertn taip a aaganizim, we kaaz chienj [[ina]] metabalik ah aagan fongshan ah oltimetli chienj [[ina]] biyevia, weda fi flii, aid ar friiz frah posiiv chraamatik ivent.",Fried a fiilin injuus bai posiiv dienja ar chret we okor ina soertn taip a aaganizim we kaaz chienj ina metabalik ah aagan fongshan ah oltimetli chienj ina biyevia weda fi flii aid ar friiz frah posiiv chraamatik ivent,39
"Fried [[ina]] yuuman biin kiah okor [[ina]] rispans tu spisifik stimiulos we okor [[ina]] di prezant, ar [[ina]] antisipieshan ar expektieshan a fyuucha chret posiiv az rix tu badi ar laif.",Fried ina yuuman biin kiah okor ina rispans tu spisifik stimiulos we okor ina di prezant ar ina antisipieshan ar expektieshan a fyuucha chret posiiv az rix tu badi ar laif,31
"Sin Jiemz a wah soboerban parish ina [[Jumieka]], lokiet a di naat en a di ailan.",Sin Jiemz a wah soboerban parish ina Jumieka lokiet a di naat en a di ailan,16
"Di kiapital, Mantigo Bie, we di [[Panish]] yuus fi kaal Manteca afta di laad deh yuus fi ship out frah ya, get taikl az di sekan siti ina Jumieka, biyain Kinston, ina 1981.",Di kiapital Mantigo Bie we di Panish yuus fi kaal Manteca afta di laad deh yuus fi ship out frah ya get taikl az di sekan siti ina Jumieka biyain Kinston ina,32
"Di parish a di boertplies a di Rait Exilent [[Samyuel Shaap]], wan a di sebm nashinal iiro a Jumieka.",Di parish a di boertplies a di Rait Exilent Samyuel_Shaap wan a di sebm nashinal iiro a Jumieka,18
Meliya a wahn terichri ina [[Afrika]].,Meliya a wahn terichri ina Afrika,6
"Daansaal Kwiin a wah 1997 indipendant Jumiekan flim we dairek ah rait bai [[Don Letts]] ah fiicha Audrey Reid, we a-plie Marsha, wah igla we chogl fi riez tuu daata.",Daansaal Kwiin a wah indipendant Jumiekan flim we dairek ah rait bai Don_Letts ah fiicha Audrey Reid we aplie Marsha wah igla we chogl fi riez tuu daata,28
Dairek bai [[Rick Elgood]] ah [[Don Letts]].,Dairek bai Rick_Elgood ah Don Letts,6
"Guuru Grant Sahib (Punjabi (Gurmukhi): ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ, ɡʊɾu ɡɾəntʰ sɑhɪb, 'ɡʊəru_ɡrɑ:nθ_səˈhɪb) a di senchral rilijos skripcha a [[Siikizim]], rigyaad bai Siikdem az di fainal, savrin ah ""Guru Maneyo Granth"" (itoernal ""libm"" Guuru) we fala baka di liniej a di 10 yuuman Siik Guuru Maasa a di rilijan.",Guuru Grant Sahib ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ɡʊɾu ɡɾəntʰ sɑhɪb ɡʊəru_ɡrɑnθ_səˈhɪb a di senchral rilijos skripcha a Siikizim rigyaad bai Siikdem az di fainal savrin ah Guru Maneyo Granth we fala baka di liniej a di yuuman Siik Guuru Maasa a di rilijan,42
"A tex a 1430 ""Ang"" (piej), kompuoz puowetikali tu vierios klasikal Raaga, ikansis a ""Baani"" (pirichual revilieshan) we diskraib di kualitidem a Gad ah di nisesiti fi ""Naam Japo"" ([[meditieshan]]) pah Gad ""naam"" (uoli niem) az wah miinz fi aanis Gad-laik kualiti, fi liid tu riyuunian wid di krieta.",A tex a Ang kompuoz puowetikali tu vierios klasikal Raaga ikansis a Baani we diskraib di kualitidem a Gad ah di nisesiti fi Naam Japo pah Gad naam az wah miinz fi aanis Gadlaik kualiti fi liid tu riyuunian wid di krieta,42
Ih wena propuonent a self-gobanment bot eh-poswied fi jain nain ada British kalani ina di [[Kiaribiyan]] terichri ina di Fedarieshan a di Wes Indiz bot ih kaal refarendom pah di ishu ina 1961.,Ih wena propuonent a selfgobanment bot ehposwied fi jain nain ada British kalani ina di Kiaribiyan terichri ina di Fedarieshan a di Wes Indiz bot ih kaal refarendom pah di ishu ina,32
Ih laas di ilekshan tu ih kozn [[Aligzanda Bostamanti]] a di Jumieka Lieba Paati we liid di konchri tu Indipendans.,Ih laas di ilekshan tu ih kozn Aligzanda_Bostamanti a di Jumieka Lieba Paati we liid di konchri tu Indipendans,19
"Manli wena sumaal-biznizman ah di son a wah chrieda uu eh-maigriet frah Yaaksha, [[Ingglan]] (Yorkshire , England); ih mada, Maagrit Shiera (Margaret Shearer), wena di daata a wah mix-ries uman ah ar Airish ozban, wah pen-kipa.",Manli wena sumaalbiznizman ah di son a wah chrieda uu ehmaigriet frah Yaaksha Ingglan ih mada Maagrit Shiera wena di daata a wah mixries uman ah ar Airish ozban wah penkipa,31
"Ih saab ina di Rayal Fiil Aatilari juurin [[Wol Waar I]], ah weh-awaad di Militeri Medal (M.M.).",Ih saab ina di Rayal Fiil Aatilari juurin Wol_Waar_I ah wehawaad di Militeri Medal,14
"Deh sekan son, Maikal Manli (Michael Manley), go ina palitix tu ah raizop fi ton di fuot [[Praim Minista a Jumieka]].",Deh sekan son Maikal Manli go ina palitix tu ah raizop fi ton di fuot Praim_Minista_a_Jumieka,16
"Shaatli bifuo ih det, Manli ah Bostamanti weh prokliem Nashinal Iiro a Jumieka, fi jain blak nashinalis [[Maakos Gyaavi]] (Marcus Garvey), naintiint-senchri iiro [[Paal Buogl]] (Paul Bogle), ah naintiint-senchri palitishan [[Jaaj Wiliam Gaadn]] (George William Gordon).",Shaatli bifuo ih det Manli ah Bostamanti weh prokliem Nashinal Iiro a Jumieka fi jain blak nashinalis Maakos_Gyaavi naintiintsenchri iiro Paal Buogl ah naintiintsenchri palitishan Jaaj Wiliam Gaadn,28
"Az di niem sojes, iplentiful ah kaman a Jumieka, ah deh laik iti ina adaels ieria a di Kiaribiyan, laka [[Nikaragua]] ah di [[Kasta Riika]] Kiaribiyan kuos.",Az di niem sojes iplentiful ah kaman a Jumieka ah deh laik iti ina adaels ieria a di Kiaribiyan laka Nikaragua ah di Kasta Riika Kiaribiyan kuos,27
"Ina [[Jumieka]], noftaim pati niam az beliful, espeshal wen ipierop wid kuoko bred.",Ina Jumieka noftaim pati niam az beliful espeshal wen ipierop wid kuoko bred,13
Shi eh kuo-founda a di Jumiekan ied aaganizieshan Sieb di Piknidem ah shi ena di jraibin fuos baka di jraib fi inchajuus boert kanchuol [[ina]] di ailan.,Shi eh kuofounda a di Jumiekan ied aaganizieshan Sieb di Piknidem ah shi ena di jraibin fuos baka di jraib fi inchajuus boert kanchuol ina di ailan,27
"Shi get nof hana an awaad [[ina]] ar karier, ingkluudn di hAada a di [[British Empaya]], di Jumiekan Aada a Distingshan, ah di [[Maakos Gyaavi]] Awaad fi hExilens ina 1988.",Shi get nof hana an awaad ina ar karier ingkluudn di hAada a di British Empaya di Jumiekan Aada a Distingshan ah di Maakos Gyaavi Awaad fi hExilens ina,29
"Dimakrasi, ar dimokratik gobament, a ""sistim a [[gobament]] we aal di piipl ina wah stiet ar paliti ... invalv fi mek disijan bout deh afierz, tipikali bai vuot fi ilek riprizentitiv tu paaliment ar simila asembli"".",Dimakrasi ar dimokratik gobament a sistim a gobament we aal di piipl ina wah stiet ar paliti invalv fi mek disijan bout deh afierz tipikali bai vuot fi ilek riprizentitiv tu paaliment ar simila asembli,35
"Wentaim di [[Panish]] ehn ""h""akyupai [[Jumieka]], Juwish piipl frahn Spien ahn Puotyugal we a ron frahn di “Ingkwizishan,” kom seklop di ailant.",Wentaim di Panish ehn hakyupai Jumieka Juwish piipl frahn Spien ahn Puotyugal we a ron frahn di “ Ingkwizishan ” kom seklop di ailant,24
"Onzbie (Hunt's Bay) a wan a di ""h""aulis Juwish simichri ina di [[Westan]] [[wol]] wid tuumtuon wa diet bak a 1672 ahn fi datde riizn aluon dizaab fi chriit az istarikal signifikant sait.",Onzbie a wan a di haulis Juwish simichri ina di Westan wol wid tuumtuon wa diet bak a ahn fi datde riizn aluon dizaab fi chriit az istarikal signifikant sait,30
"Touzn a Jumiekan bie di niem DaCosta, deLeon, Gabay, Henriques, Levy, ahn Nunes, fi egzampl, uu ab ansista beri [[ina]] disya ""h""aul abandan simichri iibn [[duo]] dehn faambli maita no praktis Juudizam agen.",Touzn a Jumiekan bie di niem DaCosta deLeon Gabay Henriques Levy ahn Nunes fi egzampl uu ab ansista beri ina disya haul abandan simichri iibn duo dehn faambli maita no praktis Juudizam agen,33
"""h""Orli atemp fi taat signifikant ristorieshan pruogram [[mek]] ina 1937 fi ankiba ahn anort di simichri.",hOrli atemp fi taat signifikant ristorieshan pruogram mek ina fi ankiba ahn anort di simichri,15
"Di sait lis az wan a di [[Jumieka]] Nashinal Eritij Chos sait bot dehn no du notn fi ristuor, sikyor ar mentieni muo dahn bushi ebri nou ahn den.",Di sait lis az wan a di Jumieka Nashinal Eritij Chos sait bot dehn no du notn fi ristuor sikyor ar mentieni muo dahn bushi ebri nou ahn den,29
Di ebidens anort bai di risaach paint tu di [[fak]] se di Juwish kalani a Puot Raayal wehn signifikant ahn praaspros.,Di ebidens anort bai di risaach paint tu di fak se di Juwish kalani a Puot Raayal wehn signifikant ahn praaspros,21
"""h""Inskripshan pahn di griebtuondem rait ina Iibruu, Puotyugii ahn [[Panish]], az wel [[Ingglish]].",hInskripshan pahn di griebtuondem rait ina Iibruu Puotyugii ahn Panish az wel Ingglish,13
"Wes Joermanik a wah branch a di Joermanik languij fambli, we ""h""ingkluud [[Joerman]], [[Doch]], ah ""h""[[Ingglish]].",Wes Joermanik a wah branch a di Joermanik languij fambli we hingkluud Joerman Doch ah hIngglish,16
Di Ripoblik a [[Singgapuor]] a wah savrin ailan siti-stiet luokiet dong a di sodorn tip a di Maalie Peninsula.,Di Ripoblik a Singgapuor a wah savrin ailan sitistiet luokiet dong a di sodorn tip a di Maalie Peninsula,19
[[Singgapuor]] a wan a di fift riches konchri ina di worl bies pan GDP por kyapita.,Singgapuor a wan a di fift riches konchri ina di worl bies pan GDP por kyapita,16
"Gatik aat wena stail a Midiival aat we divelop ina Nadan [[Frans]] outa Ruomanesk aat ina di 12f senchri KE, liid bai di kangkorant divelopment a Gatik [[aachitecha]].",Gatik aat wena stail a Midiival aat we divelop ina Nadan Frans outa Ruomanesk aat ina di f senchri KE liid bai di kangkorant divelopment a Gatik aachitecha,28
"Ipred aal uoba Westan Yuurop, bot neba kwait riplies di muo klasikal stail a [[Itali]].",Ipred aal uoba Westan Yuurop bot neba kwait riplies di muo klasikal stail a Itali,15
"Ina nof ieria, espeshal [[Joermani]], Liet Gatik aat kantiniu wel ina di 16t senchri, bifuo iget sobsyuum ina [[Renesans]] aat.",Ina nof ieria espeshal Joermani Liet Gatik aat kantiniu wel ina di t senchri bifuo iget sobsyuum ina Renesans aat,20
"Praimeri midia ina di Gatik piiriad ingkluud [[skolpcha]], panil [[pientin]], stien glaas, fresko ah iluuminietid maniuskrip.",Praimeri midia ina di Gatik piiriad ingkluud skolpcha panil pientin stien glaas fresko ah iluuminietid maniuskrip,16
"Di [[Instityuut a Jumieka]] (IOJ), foun ina 1879, a di konchri muos signifikant kolcharal, aatistik ah sayantifik aaganizieshan: dem a piechran ah promuota fi di aats ina [[Jumieka]], ah deh spansa hexibishan ah awaad.",Di Instityuut_a_Jumieka foun ina a di konchri muos signifikant kolcharal aatistik ah sayantifik aaganizieshan dem a piechran ah promuota fi di aats ina Jumieka ah deh spansa hexibishan ah awaad,30
"Azwel a di konchri myuuziom aatariti, azwel deh administa ada nashinal aats ah kolcharal outlit ingkluudn di Nashinal Gialari, di hAfrikan Kiaribiyan [[Instityuut a Jumieka]], ah di [[Jumieka]] Joernal.",Azwel a di konchri myuuziom aatariti azwel deh administa ada nashinal aats ah kolcharal outlit ingkluudn di Nashinal Gialari di hAfrikan Kiaribiyan Instityuut_a_Jumieka ah di Jumieka Joernal,27
Di todi a niecha mekop di singkuma paat a [[sayans]].,Di todi a niecha mekop di singkuma paat a sayans,10
"Di ischri a lichicha a di istarikal divelopment a raitn ina [[pruoz]] ar [[puoychri]] we atemp fi provaid entatienment, inlaitnment, ar inschrokshan tu di riida/lisna/abzoerva, azwel di divelopment a di litarari tekniik yuuz ina di kamiunikieshan a demaya piis.",Di ischri a lichicha a di istarikal divelopment a raitn ina pruoz ar puoychri we atemp fi provaid entatienment inlaitnment ar inschrokshan tu di riidalisnaabzoerva azwel di divelopment a di litarari tekniik yuuz ina di kamiunikieshan a demaya piis,39
"Barcones a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Barcones a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
Tiyakrasi ar Ikliiziakrasi a faam a [[gobament]] we wah diyiti kansida di suos frah we aal aatariti diraiv.,Tiyakrasi ar Ikliiziakrasi a faam a gobament we wah diyiti kansida di suos frah we aal aatariti diraiv,18
"Ina madan [[matimatix]], a paint yuujali refa tu wah eliment a som set kaal a [[spies]] .",Ina madan matimatix a paint yuujali refa tu wah eliment a som set kaal a spies,16
"Wain (frah [[Latn]] ""vinum"") a wah alkoalik bebrij mek frah foermentid griep ar adaels fruut.",Wain a wah alkoalik bebrij mek frah foermentid griep ar adaels fruut,12
"Juu tu nachral kimikal balans, griep foerment widoutn afi ""h""ad shuga, [[asid]], enzaim, waata, ar ada nyuuchrient.",Juu tu nachral kimikal balans griep foerment widoutn afi had shuga asid enzaim waata ar ada nyuuchrient,17
Iis kansyuum di shuga ina di griep ah kanvoerti tu iitanal ah [[kaaban dayaxaid]].,Iis kansyuum di shuga ina di griep ah kanvoerti tu iitanal ah kaaban_dayaxaid,13
"Di Iliad (Ienshent Griik: ""Ἰλιάς"" Ilias, pronongx [iː.li.ás] ina Klasikal Atik; sohtaim refa tu az di Sang a Ilian ar Sang a Iliom) a wah ienshent Griik epik puoym ina daktilik examita, chradishanali achribiut tu [[Uoma]].",Di Iliad a wah ienshent Griik epik puoym ina daktilik examita chradishanali achribiut tu Uoma,15
