qcode	count	label	qcodes_broader
Q7479668	16	28 September 2011	['Q2883', 'Q47150325']
Q2000252	27	Sewall's Point	['Q15127012']
Q20046987	5	1402	['Q4167410']
Q2317192	28	Winnsboro	['Q15127012']
Q12898343	1	Wilson Jolicoeur	['Q5']
Q387340	25	Antimony	['Q15127012']
Q470843	23	Jan Decleir	['Q5']
Q1570306	14	Ն	['Q41757766']
Q1751296	13	uterine contraction	['Q169872']
Q2668039	25	Cissna Park	['Q751708']
Q75881	22	Magdalena	['Q24764']
Q44325	4	ontology (philosophy)	['Q1047113', 'Q11862829']
Q1553466	25	Guide Rock	['Q751708']
Q20560510	1	Papa Jube	['Q5']
Q3573721	12	Yves Jacques	['Q5']
Q135953	25	Villa Hayes	['Q917092']
Q2022289	35	Waynesville	['Q15127012']
Q23901572	12	Ozhaino Albies	['Q5']
Q12890773	1	Frantz Augustin	['Q5']
Q2218105	31	Millington	['Q1093829']
Q2416911	23	Lee	['Q15127012']
Q60852127	8	Love at Second Sight	['Q11424']
Q16138817	2	Chamkat Phalangkun	['Q5']
Q34027	2	latitude	['Q22664']
Q2022773	22	Southern Shores	['Q15127012']
Q585274	22	Gilboa	['Q486972']
Q736775	34	Toronto	['Q1093829']
Q2941829	6	Catherine Benguigui	['Q5']
Q494707	55	Corona	['Q1093829', 'Q1549591']
Q4822457	3	Aurora, Wisconsin	['Q4167410']
Q1999158	23	Monticello	['Q751708']
Q1447317	40	El Castillo de las Guardas	['Q2074737']
Q3599528	7	628	['Q4167410']
Q3566870	4	Wayne Wade	['Q5']
Q2276649	26	Haynesville	['Q15127012']
Q59844	23	Tuy	['Q24764']
Q1887674	14	Waldwick	['Q15127012']
Q3709749	7	Bernard Galler	['Q5']
Q2668469	23	Manchester	['Q751708']
Q26761757	12	Manon Bresch	['Q5']
Q25266	120	552	['Q577']
Q3710092	3	Chavannes Jeune	['Q5']
Q16367232	2	Goga Barbakadze	['Q5']
Q134211	6	polo	['Q31629']
Q6746299	5	Man and Boy	['Q11424']
Q374692	34	Santaquin	['Q1093829']
Q3573371	10	Yvan Le Bolloc'h	['Q5']
Q3318366	2	Mohamed Aouine	['Q5']
Q49147	54	New Bedford	['Q1093829']
Q560388	14	500	['Q4167410']
Q1925531	31	Springville	['Q1093829']
Q5980613	6	Iain S. Duff	['Q5']
Q244146	62	Clearwater	['Q62049', 'Q1093829', 'Q1549591']
Q27887602	11	Il a déjà tes yeux	['Q11424']
Q5184215	2	Creole music	['Q188451', 'Q106537557']
Q2180	33	Malolos	['Q106078286']
Q961248	37	Valentine	['Q1093829']
Q7678	153	1690	['Q235670', 'Q3186692']
Q1508064	26	La Crosse	['Q15127012']
Q742822	22	Clarksburg	['Q751708']
Q3319961	15	My Worst Nightmare	['Q11424']
Q12889417	1	David Saintus	['Q5']
Q1181438	21	Marklesburg	['Q777120']
Q1189008	19	Jeddo	['Q777120']
Q2461969	32	Barnsdall	['Q1093829']
Q886454	15	Cincinnatus Leconte	['Q5']
Q16910	63	Los Ángeles	['Q1549591', 'Q25412763']
Q2911221	26	Winchester	['Q15127012']
Q7697	164	1774	['Q235673', 'Q3186692']
Q2599096	5	Okinawan scripts	['Q8192']
Q1887361	12	Rock Falls	['Q15127012']
Q851089	19	623	['Q21199', 'Q50707', 'Q13366129']
Q24861	126	Albany	['Q62049', 'Q1093829', 'Q1549591', 'Q15063611', 'Q21518270']
Q1186607	25	Moscow	['Q777120']
Q560367	7	253	['Q4167410']
Q12891924	1	Jean Michel Tchuenche	['Q5']
Q501674	50	Alhama de Granada	['Q2074737']
Q1185928	22	Mars	['Q777120']
Q42859626	9	Jalouse	['Q11424']
Q2425637	31	Beaver	['Q62049', 'Q15127012']
Q182330	68	Щ	['Q3841820', 'Q19793988']
Q1187915	24	379	['Q21199', 'Q49008', 'Q13366129']
Q2337932	12	Boucan-Carré	['Q3685462']
Q6643746	4	List of towns in Norfolk Island	['Q486972']
Q1356782	17	James Whitbread Lee Glaisher	['Q5']
Q2482042	23	Coatsburg	['Q751708']
Q1073860	10	Harmony Township	['Q7830213']
Q17252	168	Tibet	['Q82794', 'Q878223', 'Q3502482', 'Q15239622']
Q1013261	43	Fort Lee	['Q2911266']
Q954043	26	Tracy	['Q1093829']
Q12886648	2	1455	['Q4167410']
Q143269	37	La Habra Heights	['Q1093829']
Q958963	28	Clyde Park	['Q15127012']
Q20562038	1	Romel Hyacinthe	['Q5']
Q14774997	15	Trash	['Q11424']
Q67150	38	Chatom	['Q62049', 'Q15127012']
Q289483	39	Florence	['Q1093829']
Q8261125	4	Campeones de la vida	['Q5398426']
Q988728	37	Chariton	['Q1093829']
Q2523481	26	Geddes	['Q1093829']
Q12894225	1	Mattieu Ruben	['Q5']
Q239860	25	Cassandra Wilson	['Q5']
Q2023027	23	Haw River	['Q15127012']
Q1249345	9	Peregrina	['Q5398426']
Q1986612	35	Hutchinson	['Q1093829']
Q3815001	3	list of Gabonese films	['Q13406463']
Q40673	90	.cd	['Q42032']
Q962171	31	Bella Villa	['Q1093829']
Q61101226	13	The Moment of 18	['Q5398426']
Q16677381	2	Solal Forte	['Q5']
Q492796	50	Wapakoneta	['Q62049', 'Q1093829']
Q77500	22	Max Noether	['Q5']
Q20046968	5	1382	['Q4167410']
Q367952	19	595	['Q21199', 'Q50707', 'Q245102', 'Q638185', 'Q754831', 'Q1587799', 'Q13366129', 'Q18454915']
Q12887409	1	Anne Lescot	['Q5']
Q24204916	4	Grand Bois National Park	['Q46169']
Q30571	122	204	['Q577']
Q178093	55	Poughkeepsie	['Q62049', 'Q1093829', 'Q15063611']
Q111357108	3	Fatou Jupiter Touré	['Q5']
Q12891027	1	Gesner Abeland	['Q5']
Q321	186	Milky Way	['Q2490']
Q3384356	2	Pierre Champagne	['Q5']
Q1609765	36	Grisaleña	['Q2074737']
Q292735	11	Fanny Valette	['Q5']
Q12888656	1	Castera	['Q5']
Q5539746	7	George Glauberman	['Q5']
Q2782914	25	Gayville	['Q15127012']
Q51859909	9	The Realm	['Q11424']
Q578307	47	hazelnut	['Q2095', 'Q25403900']
Q2286558	10	Shairon Martis	['Q5']
Q939089	9	Francis Renaud	['Q5']
Q17002289	6	Dominican Republic–Haiti relations	['Q15221623']
Q20559368	1	Max Louis	['Q5']
Q1594054	24	Smithtown	['Q15127012', 'Q106071004']
Q5639713	6	Haitian 1986 protests	['Q273120']
Q16945827	1	Batista Michel	['Q5']
Q202663	46	Wyclef Jean	['Q5']
Q2029580	23	Parmele	['Q15127012']
Q2154628	28	Jupiter Island	['Q15127012']
Q20558980	1	Marie-Lily Cerat	['Q5']
Q1313	2	summer	['Q15275719']
Q575535	29	Martinsville	['Q1093829']
Q147380	47	Tenczynek	['Q3558970']
Q2032266	25	Bull Valley	['Q486972']
Q16946708	1	Josue Joseph	['Q5']
Q5725452	8	Henry Margenau	['Q5']
Q2027967	33	Newton	['Q62049', 'Q1093829']
Q51432	82	Gniezno	['Q515', 'Q2616791']
Q771	219	Massachusetts	['Q35657']
Q925550	23	Arlington	['Q15221242']
Q484212	9	On Air	['Q5398426']
Q464046	9	La Venganza	['Q5398426']
Q3441924	2	Root'System	['Q215380']
Q3710704	5	Boris Kushner	['Q5']
Q7414	129	The Walt Disney Company	['Q891723', 'Q1762059', 'Q1916382', 'Q4830453', 'Q21980538']
Q864144	40	Temple City	['Q1093829', 'Q13218391']
Q13991	119	Shikoku	['Q23442']
Q2997020	7	Corazón rebelde	['Q5398426']
Q988952	39	Plymouth	['Q62049', 'Q1093829']
Q57335	59	August Ferdinand Möbius	['Q5']
Q185676	50	fado	['Q188451', 'Q60733114']
Q35909	21	Tinglayan	['Q24764']
Q315417	28	"Lee ""Scratch"" Perry"	['Q5']
Q12888986	1	Claudy Celestine	['Q5']
Q2332819	32	Ione	['Q63440326']
Q85747	8	Gernot Zippe	['Q5', 'Q101333']
Q5351254	8	El Extraño Retorno de Diana Salazar	['Q5398426']
Q39029	92	.bg	['Q42032']
Q978205	22	Flowella	['Q498162']
Q12886561	6	1301	['Q4167410']
Q12379	92	Mario	['Q386208', 'Q1569167', 'Q15632617', 'Q15773317', 'Q15773347', 'Q17564712', 'Q33093124', 'Q80447738', 'Q87576284']
Q3904	133	Mbabane	['Q515', 'Q5119']
Q72978	11	Kurt O. Friedrichs	['Q5']
Q9033249	8	Mimí Lazo	['Q5']
Q2030871	22	Severn	['Q15127012']
Q7123954	4	Padres e Hijos	['Q5398426']
Q1442729	31	Corullón	['Q2074737']
Q15992407	2	7 June 1914	['Q2616', 'Q47150325']
Q3157386	6	Jackie Berroyer	['Q5']
Q2557113	18	Saukville	['Q15221242']
Q1025979	27	Holland	['Q532']
Q3428387	5	Berni Goldblat	['Q5']
Q366990	24	Patrick	['Q15127012']
Q5827168	4	El ángel caído	['Q5398426']
Q734524	26	Middletown	['Q15127012']
Q29647346	70	Money Heist	['Q5398426']
Q1516646	40	Grangeville	['Q62049', 'Q1093829']
Q2278968	25	Sentinel Butte	['Q1093829']
Q1085963	27	Franklin	['Q7829892']
Q12897720	1	Thialy	['Q5']
Q340908	60	Luogosanto	['Q747074']
Q587025	13	Antoine Tassy	['Q5']
Q892694	39	Picayune	['Q1093829']
Q3458085	18	Sinclairville	['Q751708', 'Q55237813']
Q2544695	24	Kildeer	['Q751708']
Q1132127	48	hip hop	['Q1792379']
Q160270	93	David Ricardo	['Q5']
Q2863155	21	Saint Joe	['Q486972', 'Q15127012']
Q11806	168	John Adams	['Q5']
Q2087707	29	Lake	['Q15127012']
Q16671486	3	Anything for Alice	['Q11424']
Q3709175	19	Londonderry	['Q2154459']
Q517173	11	André Bloch	['Q5']
Q2710605	18	Ilion	['Q751708', 'Q55237813']
Q2841927	6	Marion Forks	['Q17343829']
Q829168	74	Aldealices	['Q2074737']
Q2152085	23	Southwest Ranches	['Q15127012']
Q4644908	18	86	['Q4167410']
Q962608	25	Macks Creek	['Q1093829']
Q12886998	1	Abel Michel	['Q5']
Q1517407	34	Teton	['Q1093829']
Q6205	143	1419	['Q577']
Q784494	27	Amenia	['Q1093829']
Q2940804	9	The Loves of Casanova	['Q11424']
Q3588856	2	Émilie Granier	['Q5']
Q224028	32	Monroe	['Q4167410']
Q3177730	35	Jesup	['Q1093829', 'Q76514543']
Q12896561	1	SamX	['Q5']
Q2355924	36	Independence	['Q63440326']
Q29029	22	Lagayan	['Q24764']
Q990898	43	Georgetown	['Q62049', 'Q1093829']
Q844008	48	Kent	['Q1093829']
Q2962076	9	Cheick Fantamady Camara	['Q5']
Q3766028	7	Clarias submarginatus	['Q16521']
Q214164	62	Bellevue	['Q691960', 'Q1093829', 'Q1266029', 'Q1549591', 'Q4943467']
Q12893763	1	Luce Mondor	['Q5']
Q458	1	European Union	['Q170156', 'Q1048835', 'Q1335818', 'Q3623811', 'Q4120211', 'Q7210356']
Q30208	124	87	['Q577']
Q1182097	22	Laureldale	['Q777120']
Q195676	22	Claveria	['Q24764']
Q4029961	4	2004	['Q4167410']
Q3708334	11	Blenheim	['Q15127012', 'Q106071004']
Q1356852	16	Jacques Roumain	['Q5']
Q200577	54	Sean Paul	['Q5']
Q16946421	1	Guy Fleury	['Q5']
Q1012309	35	Gaylord	['Q62049', 'Q1093829']
Q19661551	4	Samantha Brand	['Q5']
Q619138	33	Valderrubio	['Q2074737']
Q2029703	22	Roseboro	['Q15127012']
Q849790	30	Western Province	['Q1053630']
Q3452871	19	Fort Plain	['Q751708']
Q54149	47	Malden	['Q1093829']
Q1004727	15	Gerlach–Empire	['Q74047']
Q2729568	28	Taloga	['Q486972']
Q1274712	9	Jah Cure	['Q5']
Q2335775	26	Palm Valley	['Q1093829']
Q584609	23	Sharon	['Q2154459']
Q1134509	27	Corona	['Q15127012']
Q563662	7	363	['Q4167410']
Q30658	124	122	['Q577']
Q19535	53	Psamathe	['Q2139']
Q745037	20	Glenside	['Q486972', 'Q498162']
Q21825328	12	Splash Splash Love	['Q5398426']
Q2524597	23	Mount Eaton, Ohio	['Q751708']
Q1507954	18	George Mostow	['Q5']
Q710978	15	Robbert Dijkgraaf	['Q5']
Q2508102	22	Liverpool	['Q751708']
Q10536793	3	Victor Flynn	['Q5']
Q16946071	1	Dominic Clemence	['Q5']
Q12886832	2	1736	['Q4167410']
Q1885976	10	Hoard	['Q15127012']
Q577271	32	Linneus	['Q1093829']
Q985233	38	Edgartown	['Q15127012']
Q828779	17	751	['Q21199', 'Q49008', 'Q13366129']
Q3708764	13	Beekmantown	['Q15127012', 'Q106071004']
Q438552	15	Static	['Q4167410']
Q494992	25	Nicole Jung	['Q5']
Q3381338	3	Philippe Girard	['Q5']
Q1185617	20	Susquehanna Depot	['Q777120']
Q3708271	12	Arkwright	['Q15127012', 'Q106071004']
Q12887235	1	Alix Roy	['Q5']
Q7310539	1	Rejection Therapy	['Q11410']
Q984834	46	Sheboygan	['Q62049', 'Q15221310']
Q576876	37	Batavia	['Q1093829']
Q1380722	32	Tonawanda	['Q15063611']
Q3142	3	red	['Q1075']
Q16946564	1	Jean claude paul	['Q5']
Q23561	120	729	['Q577']
Q1379757	34	Rye	['Q15063611']
Q1685186	10	Jean-Pierre Castaldi	['Q5']
Q1020297	29	El Tigre	['Q515']
Q18192306	45	Inferno	['Q11424']
Q3433877	5	Rivière Montrouis	['Q4022']
Q159408	72	hibernation	['Q2996394']
Q1622659	2	hockey	['Q31629']
Q178355	62	centriole	['Q5058355']
Q270730	67	Casey Affleck	['Q5']
Q483241	30	Mendon	['Q1093829']
Q10954392	7	265	['Q4167410']
Q56461	22	Pura	['Q24764']
Q1391133	16	Massilia Sound System	['Q215380']
Q846170	49	Roseburg	['Q62049', 'Q63440326']
Q2700310	22	Bradley	['Q15127012']
Q208452	45	Thomas Bayes	['Q5']
Q3287927	23	Chapman	['Q751708']
Q7921993	2	Verner Emil Hoggatt, Jr.	['Q5']
Q77296	8	Paul Scriptoris	['Q5']
Q577334	45	Danville	['Q1093829']
Q17566702	2	Dos Lunas	['Q5398426']
Q575309	32	Hurst	['Q1093829']
Q3709933	3	George Fix	['Q5']
Q16946134	1	Elsayed Mohamed Ahmed	['Q5']
Q3554281	14	Valérie Lagrange	['Q5']
Q837930	56	Barca	['Q2074737']
Q663288	7	948	['Q4167410']
Q7802	93	bread	['Q19861951']
Q232113	50	Anna Karina	['Q5']
Q1929791	32	McClelland	['Q1093829']
Q48752897	2	Mention particulière	['Q506240']
Q1158297	11	Damballa	['Q752920', 'Q16326794']
Q107504018	5	Jane by Charlotte	['Q11424']
Q1877359	21	Howard City	['Q751708']
Q12896074	1	Reginald Victor-Louis	['Q5']
Q2855088	37	Pikeville	['Q1093829']
Q27892379	7	Albertine N'Guessan	['Q5']
Q3600173	7	936	['Q4167410']
Q625811	8	Lobbyist	['Q5398426']
Q974733	42	Quanah	['Q62049', 'Q1093829']
Q2193099	26	Johnston	['Q15127012']
Q245887	7	Martín Ricca	['Q5']
Q431266	15	Laura Zapata	['Q5']
Q20560269	1	Noramie Jasmin	['Q5']
Q98815370	13	Nomcebo Zikode	['Q5']
Q3599601	8	672	['Q4167410']
Q10975836	2	Edward Earl	['Q5']
Q3709460	5	Lund	['Q74047']
Q23998	132	1123	['Q577']
Q12886424	6	1063	['Q4167410']
Q1069702	23	397	['Q21199', 'Q49008', 'Q190899', 'Q13366129']
Q114977	21	Guanajay	['Q515', 'Q558330']
Q522728	24	Craigsville	['Q15127012']
Q5096	68	West Papua	['Q5098']
Q2107925	32	Kimball	['Q1093829']
Q3449381	21	Perham	['Q15127012']
Q68533	15	Arthur Korn	['Q5']
Q16171602	3	Alain Depardieu	['Q5']
Q975572	34	Dickinson	['Q1093829']
Q644051	8	Yuri Valentinovich Nesterenko	['Q5']
Q2443727	24	Cambria	['Q751708']
Q2541028	6	Frank Quinn	['Q5']
Q2283865	22	Cold Springs	['Q498162']
Q12889381	1	Daniel Elliott Loeb	['Q5']
Q6271235	14	Jon Michael Hill	['Q5']
Q60477691	3	Jimmy Woha Woha	['Q5']
Q620310	26	Celina	['Q486972']
Q16945718	1	Abellard Lyonel	['Q5']
Q1023511	22	Grafton	['Q2154459']
Q12965866	11	6 December 2007	['Q2303', 'Q47150325']
Q919203	21	458	['Q21199', 'Q50707', 'Q13366104']
Q2183830	23	Basco	['Q751708']
Q546193	22	Columbia	['Q15127012']
Q2433075	22	Scotia	['Q486972']
Q965821	15	Louise Bennett-Coverley	['Q5']
Q2562748	21	Williams	['Q15127012']
Q17060270	8	saṁvega	['Q23847174']
Q2478924	34	Alma	['Q1093829', 'Q76514543']
Q27704886	4	Olivia Côte	['Q5']
Q72997	11	Heinrich Scherk	['Q5']
Q1248738	10	Gitanas	['Q5398426']
Q1517811	36	Weippe	['Q1093829']
Q357371	22	San Fernando	['Q24764']
Q983758	42	Euclid	['Q1093829']
Q3052209	6	Emile Abossolo M'Bo	['Q5']
Q1973428	28	Vernon Hills	['Q751708']
Q2236684	21	Medina	['Q486972', 'Q498162']
Q3306401	4	Crystal	['Q17343829']
Q1927275	27	New Lexington	['Q62049', 'Q751708']
Q395957	14	107	['Q4167410']
Q1180946	22	New Buffalo	['Q777120']
Q2193133	18	Panola	['Q751708']
Q4985639	3	Buffalo, Wisconsin	['Q4167410']
Q3160775	2	Jamadom	['Q5']
Q3180521	30	Creekside	['Q1093829']
Q65124551	6	Do You Do You Saint-Tropez	['Q11424']
Q2290926	28	Hollow Rock	['Q15127012']
Q2403656	14	Babette Goes to War	['Q11424']
Q3222553	3	The Woman is a Stranger	['Q11424']
Q28442	26	Leal	['Q1093829']
Q244150	49	ampicillin	['Q11173', 'Q12140', 'Q12190', 'Q35456', 'Q113681859']
Q80068	34	Lincoln	['Q1093829']
Q8022689	7	Wilmer	['Q17343829']
Q1247658	10	La esposa virgen	['Q5398426']
Q3074004	3	Florence Moncorgé-Gabin	['Q5']
Q30971	160	French Polynesia	['Q719487']
Q1909448	25	Shipshewana	['Q15127012']
Q2620201	22	Chadwick	['Q751708']
Q3293358	24	Culver	['Q486972', 'Q15127012']
Q45871	27	Secret Garden	['Q5398426']
Q25270	146	Pristina	['Q515', 'Q5119', 'Q1549591']
Q252084	12	Korkoro	['Q11424']
Q494711	56	Lancaster	['Q1093829', 'Q1549591', 'Q13218391']
Q2198913	31	Rush City	['Q1093829']
Q442924	17	Kaori Momoi	['Q5']
Q954540	21	Hartsburg	['Q751708']
Q3180171	32	Cumberland	['Q1093829']
Q2227650	29	Stockton	['Q1093829']
Q1248407	7	Daniela	['Q5398426']
Q3336388	22	Natalie Alyn Lind	['Q5']
Q917821	40	Bristol	['Q1093829']
Q1086436	29	Lambertville	['Q2974552']
Q65194	20	Hans Carl Friedrich von Mangoldt	['Q5']
Q3124981	26	Gleason	['Q15127012']
Q627210	22	San Luis	['Q24764']
Q167235	14	San Antonio del Sur	['Q515', 'Q558330']
Q1738659	11	Ken Ono	['Q5']
Q3475978	6	Wauna	['Q17343829']
Q339352	5	Jah Mason	['Q5']
Q12890765	1	Franklin Joseph-Jean	['Q5']
Q2231784	30	Ellendale	['Q1093829']
Q12891877	1	Jean-Michel Cabrimol	['Q5']
Q1184769	35	Indiana	['Q62049', 'Q777120']
Q1048730	20	430	['Q21199', 'Q50707', 'Q13366104']
Q2554816	23	Grand Lake Towne	['Q15127012']
Q31721219	1	Pierre André Cine	['Q5']
Q575935	31	Bunker Hill	['Q1093829']
Q4029648	6	1977	['Q4167410']
Q522047	33	Melba	['Q1093829']
Q950850	17	Samuel Morland	['Q5']
Q1043486	62	Carl's Jr.	['Q4830453', 'Q18509232']
Q106234101	6	SOS me estoy enamorando	['Q5398426']
Q20046991	5	1409	['Q4167410']
Q756031	39	205	['Q21199', 'Q50707', 'Q13366129', 'Q18451093']
Q3787	175	Abuja	['Q515', 'Q5119', 'Q1549591', 'Q1637706']
Q1778944	2	Koko Dembélé	['Q5']
Q4042	54	CeeLo Green	['Q5']
Q439990	34	Thanom Kittikachorn	['Q5']
Q1924336	31	Garfield	['Q1093829']
Q2865351	12	Arthur T. Benjamin	['Q5']
Q54763	22	San Miguel	['Q24764']
Q131906	19	Malangas	['Q24764']
Q107567	21	Mansalay	['Q24764']
Q769772	11	François Leterrier	['Q5']
Q2414193	26	Hull	['Q15127012']
Q259298	22	San Isidro	['Q24764']
Q8962	124	James Prescott Joule	['Q5']
Q746932	8	Pascal Légitimus	['Q5']
Q2880307	21	Benton	['Q15127012']
Q15361853	5	Cola altissima	['Q16521']
Q41998	20	Hadji Mohammad Ajul	['Q24764']
Q594920	22	Chester	['Q2154459']
Q1139511	16	Richmond Arquette	['Q5']
Q16945974	1	Daddy Pleen	['Q5']
Q3313496	21	Simpson	['Q751708']
Q1569998	29	Monona	['Q15221373']
Q3240396	30	Tuttle	['Q1093829']
Q5673453	2	Amándote II	['Q5398426']
Q2672422	23	De Land	['Q751708']
Q4412	139	West Africa	['Q82794', 'Q3502482']
Q79997173	29	Hi Bye, Mama!	['Q5398426']
Q94928	51	Appleton	['Q62049', 'Q1093829', 'Q15221310']
Q2300641	34	Fort Yates	['Q1093829']
Q742072	22	Hassler Whitney	['Q5']
Q788	206	Arctic Ocean	['Q9430']
Q17177012	4	Hélène Darly	['Q5']
Q34932	160	Brisbane	['Q515', 'Q56061', 'Q1549591', 'Q1637706', 'Q11271835']
Q1373435	24	Chilhowie	['Q15127012']
Q3540057	5	Three Waltzes	['Q11424']
Q29603	6	Les Jolies Choses	['Q11424']
Q12891174	1	Gregory Battle	['Q5']
Q6894784	9	Moises Frumencio da Costa Gomez	['Q5']
Q973633	24	Potosi	['Q498162']
Q2236942	20	Mooresville	['Q751708']
Q54958411	25	The Morning Show	['Q5398426']
Q3507026	2	Sylvain Joubert	['Q5']
Q1984286	21	Ellis Grove	['Q751708']
Q24031	130	915	['Q577']
Q1685313	5	Jean Alix Verrier	['Q5']
Q2697474	20	Midtown	['Q498162']
Q931440	13	Don Drummond	['Q5']
Q3616398	7	Triángulo	['Q5398426']
Q20561602	1	Raynold Franz	['Q5']
Q1774121	34	demographics of Brazil	['Q23983664']
Q958076	34	Pawnee City	['Q62049', 'Q1093829']
Q675576	61	Pueblo	['Q62049', 'Q1093829', 'Q1549591']
Q20050900	2	1642	['Q4167410']
Q2572498	20	Rocky Hill	['Q15127012']
Q12894399	1	Michel Nguiffo Boyom	['Q5']
Q10954412	7	285	['Q4167410']
Q1305	56	Wageningen	['Q515', 'Q2039348']
Q3338	74	Umbriel	['Q2152', 'Q2537']
Q16945831	1	BAZZ	['Q5']
Q195549	19	Toboso	['Q24764']
Q2275136	29	Log Lane Village	['Q15127012']
Q957383	27	Montrose	['Q1093829']
Q14636469	4	Pobre Millonaria	['Q5398426']
Q1828831	4	list of Burkinabé films	['Q13406463']
Q2241890	19	Timbercreek Canyon	['Q751708']
Q1986254	14	Sonia Rolland	['Q5']
Q16455	47	John Rhys-Davies	['Q5']
Q2639866	12	Lela Tsurtsumia	['Q5']
Q166131	83	Antilles	['Q33837', 'Q82794', 'Q16887380']
Q12894663	1	Muriel Nicot-Guillorel	['Q5']
Q107422	51	Herbert A. Hauptman	['Q5']
Q208782	22	Goa	['Q24764']
Q922779	11	Paul Préboist	['Q5']
Q1376772	24	Timberville	['Q15127012']
Q24961840	27	Tahith Chong	['Q5']
Q12891031	1	Geuthner	['Q5']
Q9365	163	Dushanbe	['Q515', 'Q5119', 'Q1549591']
Q2108003	30	Clarkson	['Q1093829']
Q2906008	2	Blanche Raynal	['Q5']
Q511398	22	Red Lion	['Q777120']
Q2971135	20	Glover	['Q2154459']
Q1682593	21	Jane Eyre	['Q11424']
Q6090	133	1349	['Q577']
Q965358	28	New Melle	['Q1093829']
Q3768	146	Yamoussoukro	['Q5119', 'Q851830', 'Q1549591', 'Q2679157']
Q5506443	5	Fruitland	['Q17343829']
Q176998	34	Beulah	['Q1093829']
Q492780	22	Tibiao	['Q24764']
Q355835	34	Mathieu Amalric	['Q5']
Q510970	49	Daniel Kaluuya	['Q5']
Q928724	35	River Edge	['Q2911266']
Q15857864	4	Guy Alexandre	['Q5']
Q493892	13	Male Hunt	['Q11424']
Q2198155	23	Goodwin	['Q15127012']
Q3104988	25	Maramec	['Q486972']
Q761657	30	Webb	['Q15127012']
Q15503673	7	Digitaria diagonalis	['Q16521']
Q1913550	36	Alta	['Q1093829']
Q974549	5	Anaís	['Q5']
Q1004418	31	Carlisle	['Q532']
Q54276	41	Woonsocket	['Q1093829']
Q371890	27	Philippe de La Hire	['Q5']
Q812107	32	Bayard	['Q1093829']
Q12894233	1	Mauclair Zephirin	['Q5']
Q1130675	24	Big Beaver	['Q777120']
Q2027072	24	Williamston	['Q15127012']
Q1181584	21	Morton	['Q777120']
Q128361	55	Odessa	['Q62049', 'Q1093829']
Q462184	50	Urbana	['Q62049', 'Q1093829']
Q2168751	23	Hall Summit	['Q751708', 'Q102126612']
Q30834	120	460	['Q577']
Q2346534	6	Abner Louima	['Q5']
Q17923515	15	24 April 2014	['Q2529', 'Q47150325']
Q3104121	6	Germain Houde	['Q5']
Q1954872	21	Savannah	['Q751708']
Q15783	65	skateboard	['Q109852002']
Q76757	29	Hagen Kleinert	['Q5']
Q5716	138	1306	['Q577']
Q5968124	4	La señora joven	['Q5398426']
Q16955831	4	The Sweetest Mango	['Q11424']
Q129989	34	Parowan	['Q62049', 'Q1093829']
Q1536966	25	Rachel	['Q498162']
Q396052	13	144	['Q4167410']
Q892401	30	Artesia	['Q15127012']
Q82110	127	Steven Seagal	['Q5']
Q12891898	1	Jean Christian Sajous	['Q5']
Q79508	34	Carlisle	['Q1093829']
Q12890620	1	Fernando Echenique	['Q515']
Q452162	25	Max Romeo	['Q5']
Q791403	39	Avrillé	['Q484170']
Q314990	51	Marcel Achard	['Q5']
Q2854119	5	Antoine L'Écuyer	['Q5']
Q80087	29	St. Mary's	['Q1093829']
Q12891932	1	Jean Rene Chery	['Q5']
Q2011843	40	Object	['Q4167410']
Q1383724	13	Victor Francen	['Q5']
Q6993	161	1737	['Q235684', 'Q3186692']
Q2311816	22	Oldenburg	['Q15127012']
Q802107	20	Lantawan	['Q24764']
Q2179	102	asteroid belt	['Q3235978', 'Q109645909']
Q2674149	22	West Lafayette	['Q751708']
Q12898210	1	Pierre Volcy	['Q5']
Q2483	203	1978	['Q235670', 'Q3186692']
Q1177254	183	David Woodard	['Q5']
Q3099177	9	Gaston Velle	['Q5']
Q173763	20	San Ricardo	['Q24764']
Q878608	41	Villanueva del Duque	['Q2074737']
Q15629	53	Bianca	['Q2152', 'Q2537']
Q3160260	2	Jacques de Cauna	['Q5']
Q1183413	23	Hatboro	['Q777120']
Q1086573	28	Avalon	['Q2911266']
Q7340822	2	Marie Féret	['Q5']
Q12895422	1	Pierre Pluchon	['Q5']
Q845176	46	War and Peace	['Q11424']
Q2233306	33	Bigfork	['Q1093829']
Q1162955	6	Daniel Tovar	['Q5']
Q387839	13	Ulster	['Q15127012', 'Q106071004']
Q1168288	16	L'argent des autres	['Q11424']
Q979052	12	Bausell and Ellis	['Q498162']
Q19756556	4	México 1900	['Q5398426']
Q7495483	4	Sherwood, Ohio	['Q4167410']
Q12886824	2	1723	['Q4167410']
